@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,6-11,14'

@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
0.716585,0.67652,0.658392,GALAXY,-0.166433
-1.564146,-1.077185,-0.737113,STAR,-0.367381
0.282544,0.339411,0.287871,GALAXY,-0.255537
-1.503055,-1.683262,-1.738889,GALAXY,-0.266814
0.402184,0.11063,-0.128587,GALAXY,-0.067646
-0.97628,-1.023457,-0.907308,STAR,-0.366443
1.098346,1.334252,1.39866,STAR,-0.365867
1.005419,0.935115,1.421266,STAR,-0.368521
1.117248,2.002071,2.3633,QSO,0.657732
-0.534897,-0.094035,0.164085,STAR,-0.366772
1.156111,0.931086,0.618121,GALAXY,-0.036541
0.947088,0.910371,0.57432,GALAXY,0.022938
1.094658,0.250949,-0.173349,GALAXY,-0.119
0.677734,0.856197,1.124988,STAR,-0.368155
0.973885,0.628128,0.328829,GALAXY,-0.177251
-0.168228,0.714464,1.045596,QSO,6.100706
0.034261,-0.326484,-0.566626,GALAXY,-0.060683
0.32295,-0.096246,-0.095774,STAR,-0.367536
0.264752,-0.261447,-0.441334,GALAXY,-0.215951
-1.044338,-0.741362,-0.480286,STAR,-0.368336
-1.455958,-1.146537,-0.877075,STAR,-0.367762
-0.321174,-0.016383,0.22377,STAR,-0.367147
0.347626,-0.511518,-0.854026,GALAXY,-0.175394
0.998404,0.808931,0.341229,GALAXY,0.096006
-2.023887,-1.936882,-1.709729,STAR,-0.367705
-1.678988,-1.152648,-0.797665,STAR,-0.367248
0.670308,0.912699,0.975488,GALAXY,-0.180305
0.974211,1.00876,1.031595,STAR,-0.368058
-0.025818,-0.092473,-0.116149,GALAXY,-0.21697
0.898437,0.292539,-0.020196,GALAXY,-0.155443
1.0117,1.220557,1.179325,STAR,-0.365094
1.126493,0.197827,-0.263258,GALAXY,-0.198035
0.174163,0.086354,-0.019678,GALAXY,-0.240144
0.718212,0.523149,0.305083,GALAXY,-0.122324
-1.150055,0.690454,2.006489,STAR,-0.367819
0.308943,-0.467069,-0.674133,GALAXY,-0.227236
-1.627576,-1.737946,-1.526973,STAR,-0.368177
1.144912,0.736306,0.615306,STAR,-0.367658
0.954309,0.817275,0.667091,GALAXY,-0.202813
-0.986261,-1.1417,-1.042073,STAR,-0.368629
0.855415,0.367545,0.045242,GALAXY,-0.121736
0.837972,1.830259,1.865473,QSO,2.322021
-2.491825,-2.080985,-1.78574,STAR,-0.368004
-0.821815,-1.170727,-1.281793,GALAXY,-0.289268
-1.364309,-1.000722,-0.818595,STAR,-0.367327
-0.557825,-0.931062,-0.97736,STAR,-0.368238
0.638401,1.612425,1.798189,QSO,3.706599
1.015352,0.973845,0.892867,GALAXY,-0.247606
0.463094,1.412883,1.566605,QSO,3.794397
-0.260745,-0.425968,-0.452274,GALAXY,-0.291414
0.546209,0.283866,0.098337,GALAXY,-0.174895
0.361163,1.440995,1.6854,QSO,3.4493
0.756256,-0.112593,-0.502714,GALAXY,-0.15738
1.163922,0.211145,-0.301136,GALAXY,-0.058031
0.346577,0.324818,0.299556,GALAXY,-0.202599
1.03218,1.434204,1.516128,GALAXY,-0.13368
-0.481268,0.338848,0.644777,STAR,-0.366785
0.188749,0.286566,0.09312,GALAXY,-0.048396
-0.491068,-0.345583,-0.153341,STAR,-0.367318
0.766864,-0.069419,-0.481048,GALAXY,-0.128485
0.756847,-0.23748,-0.693924,GALAXY,-0.123792
0.731762,0.766863,0.464318,GALAXY,0.02053
-1.573548,-1.691403,-1.55457,STAR,-0.367289
-2.778839,-1.879381,-0.940414,STAR,-0.369991
0.584518,0.043393,-0.228345,GALAXY,-0.189274
-2.200676,-1.985381,-1.795881,STAR,-0.365797
-2.421801,-2.398197,-2.065259,STAR,-0.367816
0.149633,-0.139303,-0.239399,STAR,-0.367892
0.711655,0.505409,0.224316,GALAXY,-0.066835
-2.204401,-2.007839,-1.783226,GALAXY,-0.311692
0.718863,0.406489,0.085833,GALAXY,-0.090564
-0.455363,-0.352003,-0.347056,GALAXY,-0.282295
1.030191,0.994571,0.767254,STAR,-0.368285
0.705917,0.734127,0.743527,GALAXY,-0.151612
0.700179,0.504346,0.368836,GALAXY,-0.187264
0.337295,1.90839,2.624016,STAR,-0.367789
0.32248,0.121025,-0.049751,GALAXY,-0.224773
-0.70719,-0.458821,-0.26628,STAR,-0.368235
0.79882,-0.513027,-0.924661,STAR,-0.368218
0.351471,-0.022473,-0.222752,GALAXY,-0.161409
-1.776062,-1.985136,-1.77544,STAR,-0.367617
-1.95531,-2.163379,-2.130716,GALAXY,-0.245735
-0.657816,-0.147954,0.138362,STAR,-0.368423
-0.242676,-0.576884,-0.56238,STAR,-0.36796
-0.589468,-0.788458,-0.784539,STAR,-0.367833
-0.469334,-1.229068,-1.407857,GALAXY,-0.250906
-1.676396,-1.329296,-0.84381,STAR,-0.368411
-0.819127,-1.000127,-1.164607,GALAXY,-0.218931
-1.03936,-0.786119,-0.59476,STAR,-0.368424
-0.649944,-0.283618,-0.094785,STAR,-0.367868
0.535264,0.815808,0.845139,GALAXY,-0.166495
0.298408,0.654848,0.679878,GALAXY,-0.055539
0.826256,0.344354,-0.086942,GALAXY,0.007852
-1.322276,-0.857363,-0.539293,STAR,-0.367407
0.596066,0.266531,0.033803,GALAXY,-0.233312
0.784861,-0.061108,-0.430769,GALAXY,-0.170664
-1.965942,-1.730538,-1.078634,STAR,-0.368353
0.865179,0.165516,-0.205474,GALAXY,-0.119817
0.521112,1.835647,2.223018,QSO,4.534431
-1.427426,-1.92433,-1.926173,STAR,-0.367395
0.99404,1.907263,2.234204,QSO,3.808119
-1.119473,-1.231098,-1.11736,STAR,-0.367976
0.380425,0.231456,0.021478,GALAXY,-0.207051
0.15648,0.164272,0.187069,STAR,-0.369578
1.102758,0.867463,0.523053,GALAXY,-0.097025
0.546161,0.685894,0.634081,STAR,-0.366
-1.339393,-1.392877,-1.230892,STAR,-0.36805
0.224888,0.361402,0.344882,GALAXY,-0.151651
-0.967576,-1.238187,-1.130146,STAR,-0.367719
0.146053,-0.166629,-0.188442,STAR,-0.368121
0.816214,0.761783,0.340193,GALAXY,0.035596
-0.170205,-0.014523,0.088366,GALAXY,-0.279293
0.305881,0.213717,-0.09358,GALAXY,-0.029777
0.306822,-0.309318,-0.396864,STAR,-0.368191
0.032513,-0.409217,-0.282917,STAR,-0.368626
-0.671738,-0.346242,-0.132956,GALAXY,-0.186694
0.85791,1.127886,1.25286,STAR,-0.368456
1.082157,0.867304,0.794314,GALAXY,-0.263764
0.535203,2.036167,2.736457,STAR,-0.366714
-0.542793,-0.237171,0.007995,GALAXY,-0.232628
0.929501,1.029454,0.800086,GALAXY,-0.024702
1.03652,2.091808,2.040771,QSO,3.169838
0.757678,-0.226596,-0.617348,GALAXY,-0.165775
-1.776869,-1.768078,-1.590349,STAR,-0.368129
-0.45869,-0.306353,-0.386036,GALAXY,-0.260196
-0.30431,-0.152812,0.138381,STAR,-0.369622
0.577092,0.20549,0.003758,GALAXY,-0.132922
1.032493,1.533273,1.435795,GALAXY,0.052454
-0.109885,-0.10663,-0.062462,GALAXY,-0.263891
-1.432452,-1.495592,-1.406012,STAR,-0.367064
0.905453,0.080147,-0.311296,GALAXY,-0.157969
-1.118364,-0.766042,-0.507101,STAR,-0.368453
-0.44977,-0.69804,-0.636828,STAR,-0.367841
0.539073,0.30406,0.099429,GALAXY,-0.1666
0.701288,0.976067,1.133876,STAR,-0.367197
-4.358778,-4.377335,-4.14759,GALAXY,-0.350663
-0.21301,-0.131097,0.20767,STAR,-0.368565
0.816829,0.524977,0.508741,STAR,-0.368361
0.909551,1.179403,1.079209,GALAXY,-0.282418
0.35434,0.55462,0.613404,GALAXY,-0.290223
0.247044,-0.121425,-0.318772,GALAXY,-0.166162
-0.235287,-0.017902,0.061221,GALAXY,-0.274775
-0.528979,-0.612692,-0.515246,STAR,-0.368004
0.525403,0.733766,0.818098,GALAXY,-0.111107
-1.627154,-2.004969,-2.051579,GALAXY,-0.224854
0.260207,0.309523,0.336747,GALAXY,-0.121021
0.451775,0.331344,0.30288,STAR,-0.368421
-2.432698,-2.224483,-1.580886,STAR,-0.366752
0.715428,0.947933,1.039118,STAR,-0.368911
-1.551236,-1.009895,-0.667212,STAR,-0.366363
0.4369,0.383393,0.153022,GALAXY,-0.120609
0.338235,1.58276,1.840644,QSO,4.028182
-0.268569,0.712891,1.221667,QSO,1.527311
-0.061246,1.007379,1.681512,STAR,-0.367938
0.77095,0.295929,0.228892,GALAXY,-0.083577
0.73322,-0.058918,-0.384577,GALAXY,-0.192518
-0.334265,-1.116776,-1.400909,GALAXY,-0.200327
-0.7191,-1.284624,-1.03358,GALAXY,-0.306173
0.232675,0.493601,0.596946,GALAXY,-0.198638
0.177346,-0.449308,-0.731181,GALAXY,-0.164227
1.053649,-0.094407,-0.191944,GALAXY,-0.224312
-1.781293,-1.509749,-1.38783,GALAXY,-0.236142
-0.616951,-0.07163,0.242102,QSO,2.005105
0.859465,1.216731,1.242136,GALAXY,-0.010989
1.141236,2.198286,2.154859,QSO,0.432334
0.85515,1.468726,1.611592,GALAXY,-0.268787
-0.914139,-1.260093,-1.195452,STAR,-0.368083
-2.596408,-2.308757,-2.031486,STAR,-0.36737
0.517712,0.418244,0.612962,STAR,-0.366959
0.446953,1.405676,1.938104,STAR,-0.367493
-0.150569,0.255817,0.451805,STAR,-0.367654
0.384861,0.638097,0.768299,STAR,-0.368919
0.515519,1.230485,1.412463,STAR,-0.368485
-0.027771,0.098045,0.134483,GALAXY,-0.154221
0.631216,0.666741,0.65359,GALAXY,-0.092248
0.153647,-0.159912,-0.446409,GALAXY,-0.303462
-0.368065,-0.877015,-1.10913,GALAXY,-0.149668
0.871664,2.036582,1.884144,QSO,3.291311
0.220754,0.168322,-0.014593,GALAXY,-0.048237
0.408175,0.296036,0.070975,GALAXY,-0.066899
0.247743,0.446452,0.56531,GALAXY,-0.16827
0.980491,1.168318,1.250252,STAR,-0.367139
1.097768,1.073404,1.020315,GALAXY,-0.069555
0.519123,1.13268,1.375488,QSO,5.955777
0.191341,0.563314,0.756596,GALAXY,-0.180842
0.461286,0.686117,0.78585,GALAXY,-0.266345
1.052226,0.981721,0.835987,GALAXY,-0.197659
-0.201426,0.024548,0.133607,STAR,-0.368834
-0.151967,-0.373314,-0.522072,GALAXY,-0.233442
0.868337,0.090807,-0.299216,GALAXY,-0.138151
-0.835545,-0.790328,-0.762695,STAR,-0.369806
-0.789473,-0.666366,-0.234484,STAR,-0.36797
-1.302856,-0.806941,-0.485022,STAR,-0.368355
0.437298,0.049983,-0.016514,STAR,-0.36877
-1.067868,-0.758421,-0.551731,GALAXY,-0.313289
-0.742365,-1.460613,-1.684448,GALAXY,-0.255067
-0.351997,-0.925588,-1.131878,GALAXY,-0.171351
-0.218254,-0.160751,0.550103,STAR,-0.367204
-1.844301,-1.354879,-1.023524,GALAXY,-0.287857
-0.517648,-0.672127,-0.817691,GALAXY,-0.155023
-2.088004,-1.459263,-1.109196,STAR,-0.367945
-2.918693,-2.561357,-2.210682,STAR,-0.368014
0.710992,0.726698,0.65583,GALAXY,-0.138691
1.112293,2.109569,1.978751,QSO,0.381362
-0.622111,-0.690525,-0.682974,STAR,-0.366422
-2.149927,-1.727764,-1.382087,STAR,-0.367657
-0.951653,-1.025434,-1.043467,GALAXY,-0.254343
1.177555,0.324712,-0.114464,GALAXY,-0.152928
0.044314,1.26523,1.638116,QSO,4.298624
0.492157,1.28062,1.683047,STAR,-0.368299
-2.407263,-2.017384,-1.700746,STAR,-0.367748
-0.223787,-0.235683,-0.133446,STAR,-0.368216
0.885298,0.096239,-0.331633,GALAXY,-0.12054
0.843445,1.081694,1.208428,STAR,-0.366461
-1.310691,-0.885433,-0.47217,STAR,-0.368282
0.189581,0.265733,0.169932,GALAXY,-0.102117
1.04937,0.88583,0.70819,GALAXY,-0.147066
-0.022407,-0.133457,-0.148991,STAR,-0.367747
0.863937,1.737024,1.908492,QSO,1.721807
1.127325,1.020771,0.847164,GALAXY,-0.058707
0.190521,-0.036237,-0.110669,GALAXY,-0.221441
0.558468,1.742785,1.957349,QSO,4.837894
-0.317497,0.064927,0.35056,STAR,-0.368334
0.703603,0.64152,1.1976,STAR,-0.36727
-0.175859,-1.04972,-1.282103,STAR,-0.366832
0.774133,0.962366,0.986947,GALAXY,-0.148219
0.767382,0.657601,0.508543,GALAXY,-0.062092
-0.289857,-0.49126,-0.547927,GALAXY,-0.237443
0.336475,0.719151,0.860063,STAR,-0.367305
0.172862,-0.101677,-0.082319,STAR,-0.3684
-0.15879,-0.209813,-0.162125,STAR,-0.366707
-0.073059,-0.132862,-0.201388,STAR,-0.368008
0.906598,1.765796,1.791692,QSO,2.027597
0.042,0.289977,0.440817,STAR,-0.367639
-1.315405,-1.345494,-1.190076,STAR,-0.36579
0.676613,1.810713,1.889473,QSO,3.072148
-1.98952,-2.197868,-1.975426,STAR,-0.36827
0.207216,-0.186451,-0.303415,STAR,-0.36862
-1.917146,-1.480956,-1.147019,STAR,-0.367627
-2.088257,-2.094239,-1.84712,STAR,-0.367687
1.062557,0.163752,-0.442689,GALAXY,0.002416
0.781642,0.825682,0.836025,STAR,-0.368042
0.684593,-0.247258,-0.708085,GALAXY,-0.096114
0.597657,-0.139972,-0.486491,GALAXY,-0.177617
-1.722191,-1.470072,-1.224838,STAR,-0.367046
1.149843,0.890538,0.440215,GALAXY,0.083694
-0.727827,-1.171758,-1.130494,STAR,-0.367703
-1.284979,-1.851789,-1.962347,GALAXY,-0.287269
0.640727,-0.082992,-0.431523,GALAXY,-0.131356
0.543412,0.803691,0.963784,STAR,-0.370286
1.155568,0.322087,0.108449,STAR,-0.367914
0.086179,1.774161,2.397356,STAR,-0.367006
0.985602,1.307043,1.383567,STAR,-0.368458
-0.254622,-0.412002,-0.328545,STAR,-0.367565
0.801773,1.966529,2.179961,QSO,4.595694
0.06952,0.509682,0.761228,GALAXY,-0.204442
0.450256,-0.309627,-0.668483,GALAXY,-0.148536
0.891313,-0.461914,-1.316564,GALAXY,-0.076386
0.83221,0.931267,0.720779,GALAXY,0.114642
0.470616,-0.32051,-0.671346,GALAXY,-0.178703
-1.485021,-1.477661,-1.308288,STAR,-0.367696
-2.495224,-2.468909,-2.203884,STAR,-0.368149
0.824146,0.098641,-0.346999,GALAXY,-0.085448
1.054059,1.754902,1.438723,QSO,0.198273
0.641848,0.531396,0.269831,GALAXY,-0.076452
0.47105,0.478359,0.402129,GALAXY,-0.156217
0.165219,-0.086032,-0.114323,STAR,-0.367665
-2.385795,-2.196423,-2.089259,GALAXY,-0.22729
0.764296,0.803415,0.682081,GALAXY,-0.040936
-1.084299,-0.598088,-0.288821,STAR,-0.370066
1.004551,0.977332,0.902103,STAR,-0.367209
0.758148,0.661013,1.222015,STAR,-0.367062
0.038046,-0.651837,-0.969347,GALAXY,-0.181951
1.033229,0.903675,0.640916,GALAXY,-0.111946
-0.277296,-0.023217,0.165451,GALAXY,-0.231582
-2.265215,-1.791876,-1.318278,STAR,-0.367621
0.782739,0.369915,0.133315,GALAXY,-0.130078
-2.185066,-2.297097,-2.159057,STAR,-0.368203
-0.049903,-0.0324,-0.022192,STAR,-0.367765
-1.846712,-1.306923,-0.934783,STAR,-0.369454
-1.785548,-1.32023,-1.08835,GALAXY,-0.310202
0.631903,1.09431,1.166068,QSO,3.119752
-1.367913,-1.266183,-1.04405,STAR,-0.367672
-0.517117,-0.970144,-1.006831,STAR,-0.368178
0.905465,0.247675,-0.150968,GALAXY,-0.122085
-0.011739,-0.529161,-0.846635,GALAXY,-0.091993
0.416118,-0.315472,-0.697982,GALAXY,-0.121207
0.135457,-0.472564,-0.716013,GALAXY,-0.211864
1.111847,0.19246,-0.237751,GALAXY,-0.123236
0.878222,0.406074,0.117544,GALAXY,-0.079237
0.994414,0.646802,0.358356,GALAXY,-0.102923
0.138531,0.150625,0.253298,STAR,-0.368327
1.180943,2.211306,2.281743,QSO,2.703717
0.596536,-0.215308,-0.604448,GALAXY,-0.14758
-2.393678,-1.79854,-1.434513,STAR,-0.367106
-0.932631,-1.413082,-1.581178,GALAXY,-0.159111
0.705097,-0.824574,-1.064021,GALAXY,-0.181203
0.38597,0.465127,0.310083,GALAXY,-0.120516
0.767804,0.815723,0.788477,GALAXY,-0.20544
-1.456067,-1.068097,-0.647694,STAR,-0.367712
-0.771199,-1.101907,-1.10366,STAR,-0.36788
0.986349,0.593276,0.291948,GALAXY,-0.066386
-0.308722,-0.70768,-0.866003,GALAXY,-0.251204
0.847761,0.522989,0.053735,QSO,-0.036303
-0.465862,-1.073146,-1.320971,GALAXY,-0.155206
0.687703,1.476686,1.914283,STAR,-0.367808
-2.968791,-2.199357,-1.62593,GALAXY,-0.363985
-1.672153,-2.153366,-2.103468,STAR,-0.365849
-0.240844,-0.205222,-0.188395,GALAXY,-0.268743
0.198429,1.217592,1.836313,STAR,-0.368207
-1.221815,-1.022288,-0.787496,STAR,-0.36844
-0.866645,-0.73203,-0.57929,STAR,-0.368274
-0.668014,-1.390124,-1.71003,GALAXY,-0.196718
1.026707,1.966762,2.538617,STAR,-0.36816
-0.233539,-0.947037,-1.033138,GALAXY,-0.196246
-0.829952,-1.004049,-0.983132,GALAXY,-0.300351
0.466771,1.336133,1.341837,QSO,3.197457
0.950644,2.350159,2.26841,QSO,2.669866
0.24708,-1.302937,-1.813055,STAR,-0.368079
-0.272993,-0.223609,-0.170948,GALAXY,-0.200031
-0.728997,-0.952351,-0.895492,STAR,-0.368629
0.205083,0.478636,0.634391,STAR,-0.367795
0.047545,-0.591116,-0.908956,GALAXY,-0.23122
0.384271,0.308121,0.299114,STAR,-0.367533
0.229541,0.12111,0.091633,GALAXY,-0.231743
-0.865392,-0.455558,-0.166023,STAR,-0.369709
1.095453,1.255781,1.315351,STAR,-0.367786
0.722239,0.380278,0.086473,GALAXY,-0.107828
0.242017,1.399342,1.873768,GALAXY,0.316976
1.02015,0.72387,0.643025,STAR,-0.367893
1.112257,1.07063,1.479539,STAR,-0.368305
-1.231446,-0.828666,-0.513861,STAR,-0.367892
-0.113755,0.322724,0.488686,STAR,-0.367039
-0.041995,0.050195,0.041147,STAR,-0.367508
-0.594928,-0.791986,-0.830402,GALAXY,-0.208331
-2.695724,-2.041139,-1.576537,STAR,-0.366257
0.76256,0.854507,0.835601,STAR,-0.367755
1.159317,1.267408,1.228775,STAR,-0.3656
0.205601,-0.007965,-0.227347,GALAXY,-0.133556
0.316887,0.655071,0.878781,STAR,-0.369312
0.749807,0.333714,0.001347,GALAXY,-0.082946
0.611664,1.532869,2.084214,STAR,-0.368673
0.142328,-0.817729,-1.201017,GALAXY,-0.113296
0.978791,2.159162,2.328293,QSO,4.731466
0.601948,0.139975,-0.025751,GALAXY,-0.120278
0.759957,-0.429231,-0.83575,STAR,-0.367768
-0.069286,0.026451,0.05447,STAR,-0.367488
-0.091309,0.129942,0.220531,GALAXY,-0.09104
0.295418,-0.204509,-0.012729,STAR,-0.368088
-1.482104,-1.09807,-0.836231,GALAXY,-0.271545
0.508611,-0.248756,-0.607565,GALAXY,-0.166892
-1.378364,-1.120252,-0.880126,STAR,-0.368068
0.342563,0.691772,0.863114,STAR,-0.370472
1.067258,0.661076,0.283314,GALAXY,-0.118938
0.726217,0.860246,0.594639,GALAXY,0.106932
-0.10305,-0.110839,-0.155845,GALAXY,-0.192157
-0.695811,-0.868098,-0.799491,STAR,-0.368331
-0.031966,-1.139681,-1.346355,STAR,-0.367941
-1.984698,-2.471875,-2.442653,GALAXY,-0.309725
-0.194471,-0.505396,-0.728432,GALAXY,-0.080582
0.395397,0.425439,0.317408,GALAXY,-0.314043
-2.503192,-0.817569,0.032437,STAR,-0.368242
0.893929,0.708608,0.453387,GALAXY,-0.081171
1.067909,0.80908,0.621313,GALAXY,-0.210894
1.016847,0.616139,0.077058,GALAXY,0.039154
-0.006001,-0.101125,-0.169677,GALAXY,-0.259336
-2.12401,-1.981002,-1.714465,STAR,-0.368137
1.05712,1.157243,1.343278,GALAXY,-0.215405
0.412888,0.415619,0.39486,STAR,-0.366331
0.262582,-0.117046,-0.274076,GALAXY,-0.185613
0.820252,0.177516,0.037776,STAR,-0.366902
0.765285,0.091679,-0.080822,STAR,-0.368101
0.656566,0.089489,-0.022041,STAR,-0.36775
-0.431869,-1.129478,-1.417395,GALAXY,-0.152926
-0.991806,-0.610481,-0.310872,STAR,-0.369628
0.220934,0.424355,0.404031,GALAXY,-0.030981
0.891723,0.096568,-0.29189,GALAXY,-0.161292
0.977285,0.23659,-0.250904,GALAXY,-0.124818
0.670152,-0.330151,-0.699564,STAR,-0.367242
-0.058003,0.115381,0.222979,GALAXY,-0.183029
0.253999,-0.339918,-0.573462,GALAXY,-0.20299
0.887034,0.87485,0.783147,GALAXY,-0.317478
0.485274,-0.796578,-1.202316,STAR,-0.36824
-0.515623,-1.19732,-1.451865,GALAXY,-0.204697
0.400556,0.391258,0.34911,GALAXY,-0.124656
-1.959987,0.100426,1.139083,STAR,-0.367708
1.071562,0.791043,0.451165,GALAXY,-0.059143
0.196789,-0.136135,-0.232045,STAR,-0.367829
0.000509,-0.366958,-0.554697,GALAXY,-0.222958
-3.58595,-2.904716,-2.284877,STAR,-0.365659
0.496207,1.526567,1.764284,QSO,3.98379
0.405378,-0.108979,0.008663,GALAXY,-0.29028
-3.199379,-2.14244,-1.782257,STAR,-0.371433
-1.055947,-1.52465,-1.626797,GALAXY,-0.265218
1.148504,0.720182,0.372235,GALAXY,-0.105345
0.895339,0.508066,0.311599,STAR,-0.367393
0.812176,0.202684,-0.043075,GALAXY,-0.169907
1.033289,0.744788,0.342642,GALAXY,-0.027827
0.36332,0.218404,0.041542,GALAXY,-0.147347
1.040968,0.691379,0.356379,GALAXY,-0.110869
-1.865191,-1.566113,-1.238858,STAR,-0.368019
-0.525338,-0.96399,-0.936638,STAR,-0.368283
-1.264909,-1.568175,-1.563016,STAR,-0.367606
1.049478,1.194422,0.279934,STAR,-0.367857
-1.367359,-1.837898,-1.891166,GALAXY,-0.241346
-0.718907,-1.056469,-1.264769,GALAXY,-0.150677
-0.187214,0.061929,0.21523,STAR,-0.367503
-1.858212,-1.203836,-0.816373,STAR,-0.368881
0.395903,0.771242,0.900672,GALAXY,-0.088617
0.42968,0.133673,-0.132909,GALAXY,-0.053774
-0.638927,-1.09216,-1.200452,GALAXY,-0.157626
-0.448841,-1.115777,-1.334962,GALAXY,-0.258315
1.12941,0.374762,-0.049826,GALAXY,-0.136593
0.726446,1.665334,1.743814,QSO,2.109552
1.044258,2.14881,2.327578,QSO,4.380379
-0.02571,0.055616,0.089637,GALAXY,-0.178201
-0.810906,-0.416678,-0.272758,STAR,-0.366276
0.089313,0.253702,0.242281,GALAXY,-0.132277
-0.28935,-0.206433,-0.18444,STAR,-0.369303
0.283316,0.119855,0.022843,GALAXY,-0.224702
-0.416234,-0.93238,-1.108151,GALAXY,-0.207463
-0.071227,-0.859011,-1.12927,GALAXY,-0.163263
-0.007604,0.070687,0.125585,STAR,-0.368891
-1.229107,-1.013912,-0.844836,GALAXY,-0.223257
0.533492,0.062801,-0.237459,GALAXY,-0.158101
0.689222,0.451384,-0.085624,GALAXY,0.173993
0.1796,0.28918,0.313143,GALAXY,-0.264763
-0.025722,0.864126,1.481564,GALAXY,-0.367953
-0.151099,1.057982,1.340236,QSO,3.53852
0.472063,0.049866,0.003475,STAR,-0.367321
0.884333,0.826958,0.622537,GALAXY,-0.056821
0.570498,-0.521519,-0.846597,STAR,-0.368299
0.579382,0.641562,0.438002,GALAXY,-0.080073
-1.876366,-1.311844,-0.945931,STAR,-0.368156
-1.906032,-1.557716,-1.20983,STAR,-0.367927
-1.47146,-1.602293,-1.589709,GALAXY,-0.26195
-2.322521,-1.786572,-1.38091,STAR,-0.369456
-0.047745,0.239842,0.396527,GALAXY,-0.193888
-0.831434,-0.583059,-0.526017,GALAXY,-0.126474
0.017204,0.94569,1.175493,GALAXY,0.144718
-1.15425,-1.049688,-0.855975,STAR,-0.367893
-0.102821,0.037547,-0.048301,GALAXY,-0.020106
0.722154,0.683003,0.992671,STAR,-0.365164
-0.968046,-0.561377,0.607397,STAR,-0.367961
0.730894,0.074716,-0.346114,GALAXY,-0.174841
-0.831639,-0.514228,-0.042143,GALAXY,-0.25684
0.764694,0.522203,0.2966,GALAXY,-0.14958
1.061761,-0.352173,-0.795075,STAR,-0.367827
0.54334,0.634005,0.621539,STAR,-0.366384
0.84453,0.708384,0.550282,GALAXY,-0.132323
0.902258,0.556023,0.317756,GALAXY,-0.160503
-0.421346,-0.226936,-0.062066,GALAXY,-0.19787
0.051776,-0.288486,-0.322114,STAR,-0.367734
0.503862,0.627437,0.654823,GALAXY,-0.186694
0.260979,-0.515737,-0.865259,GALAXY,-0.118127
-0.377202,0.571573,1.214944,STAR,-0.368394
-0.985369,-0.809162,-0.610766,STAR,-0.368599
0.947788,1.12237,1.227994,STAR,-0.367124
0.947655,1.199162,1.269055,STAR,-0.367124
0.40498,-0.149379,-0.430986,GALAXY,-0.137169
0.863974,0.873373,1.176736,STAR,-0.368041
0.083852,-0.562344,-0.84687,GALAXY,-0.225677
0.412237,0.644655,0.696101,STAR,-0.369013
0.272358,0.342132,0.380219,GALAXY,-0.176124
-1.72776,-1.518454,-1.353078,STAR,-0.368161
1.111244,0.906853,0.696845,GALAXY,-0.095075
-0.408821,-0.547623,-0.521949,STAR,-0.367726
-2.260598,-2.127656,-1.877448,STAR,-0.368262
1.1297,1.05052,0.767009,GALAXY,-0.033782
1.117392,2.194407,2.165291,QSO,3.092117
-0.12464,-0.90685,-1.191855,GALAXY,-0.138189
0.436912,-0.228286,-0.581879,GALAXY,-0.028704
0.521401,0.544257,0.517158,STAR,-0.36564
0.971848,0.645644,0.431364,GALAXY,-0.150841
0.830547,0.686458,0.424302,GALAXY,-0.051047
0.047581,0.314338,0.452022,STAR,-0.365946
0.015528,-0.111339,-0.228204,GALAXY,-0.208245
-1.557504,-1.013083,-0.714563,STAR,-0.367386
0.534372,0.618094,0.540867,GALAXY,-0.049285
1.175398,2.37757,2.482642,QSO,4.93976
-0.688012,-0.382178,0.045572,STAR,-0.370564
-0.025095,-0.851411,-1.154353,GALAXY,-0.22143
-1.83127,-1.348332,-1.004966,STAR,-0.369185
0.81519,2.230969,2.036769,QSO,2.969529
0.619451,0.584242,0.595515,GALAXY,-0.211126
-2.031168,-1.66869,-1.336798,STAR,-0.367256
1.13023,0.288872,-0.132043,GALAXY,-0.205161
-1.153985,-0.988861,-0.362676,STAR,-0.370024
0.215474,0.013261,-0.136534,GALAXY,-0.186665
0.106611,0.442955,0.664257,GALAXY,-0.200707
-0.086765,0.05011,0.070711,GALAXY,-0.238735
1.130327,0.745064,0.794512,GALAXY,-0.251534
1.112751,0.193406,-0.279029,GALAXY,-0.066052
0.889734,0.014462,-0.510905,GALAXY,0.003316
-0.20274,-0.895849,-1.11864,GALAXY,-0.26366
0.153611,-0.315494,-0.450203,STAR,-0.366149
-0.554076,-0.655748,-0.571776,STAR,-0.36744
0.523691,0.589758,0.426506,GALAXY,0.046352
0.674118,0.778959,0.722568,GALAXY,-0.122818
0.252372,1.215339,1.368323,QSO,0.456356
1.063907,1.331361,1.420815,STAR,-0.365886
1.097756,0.346671,-0.035468,GALAXY,-0.013951
0.236858,0.458909,0.447079,GALAXY,-0.193317
-0.710397,-0.821874,-0.792477,STAR,-0.367943
1.104807,2.157217,2.196899,QSO,2.501898
0.406282,-0.105482,-0.456446,GALAXY,-0.119693
-0.363412,-0.202224,-0.102525,GALAXY,-0.247885
0.743973,1.821214,1.830202,QSO,2.604956
