@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,6-11,14'

@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
0.746432,0.660088,1.015532,STAR,-0.368246
0.753893,-0.369572,-0.776065,GALAXY,-0.084326
-0.451855,-0.351971,-0.332029,GALAXY,-0.314028
0.796457,0.962802,0.689566,GALAXY,0.156288
-1.82323,-1.423359,-0.88715,STAR,-0.368304
1.067029,2.095815,2.455893,QSO,3.663094
0.033465,1.25746,1.243642,QSO,0.280161
0.558034,-0.159104,-0.493571,GALAXY,-0.149203
-1.500776,-0.740034,-0.369587,GALAXY,-0.354324
1.020343,0.974313,0.915181,GALAXY,-0.083937
0.506309,-0.018657,-0.256657,GALAXY,-0.268751
1.142441,0.264607,-0.088223,GALAXY,-0.236851
-0.634515,-0.100476,0.054281,GALAXY,-0.19514
-0.894226,-0.654739,-0.438603,STAR,-0.368039
0.493122,0.06042,-0.075098,STAR,-0.368091
1.154025,0.980499,0.789173,GALAXY,-0.116189
-1.353135,-1.538659,-1.610244,STAR,-0.368535
0.628432,0.883194,1.075453,STAR,-0.369117
-0.937838,-0.577054,-0.38807,STAR,-0.367285
0.387839,0.741663,0.847399,STAR,-0.365293
-2.569238,-2.564875,-2.330551,STAR,-0.368249
0.567569,0.296812,-0.048263,GALAXY,-0.177596
0.241174,0.084898,-0.118409,GALAXY,-0.057624
-0.03504,-0.205137,-0.333526,GALAXY,-0.285088
0.740525,0.399888,0.15386,GALAXY,-0.216709
-1.576815,-1.684707,-1.664073,GALAXY,-0.245496
-0.905533,-0.708222,-0.518833,STAR,-0.367863
-0.311108,-0.009772,0.134134,STAR,-0.367635
0.756919,1.575915,2.11312,STAR,-0.368531
-4.121006,-3.441898,-2.822494,STAR,-0.368194
-0.3154,-0.868087,-0.90293,STAR,-0.367326
0.054994,-0.011833,0.002439,STAR,-0.367432
0.809777,0.062854,-0.369644,GALAXY,-0.170219
-2.758575,-0.569741,0.554077,STAR,-0.368532
0.48472,0.358607,0.318359,GALAXY,-0.087693
0.306966,0.210762,0.26856,GALAXY,-0.20886
-0.296101,-0.940681,-1.255326,GALAXY,-0.1717
-0.680442,-0.442793,-0.256309,STAR,-0.3686
-0.279936,0.121588,0.272759,STAR,-0.367952
-1.209555,-0.877674,-0.601643,STAR,-0.368157
0.653685,0.072919,-0.286636,GALAXY,-0.092837
-0.292629,-0.065497,0.117648,STAR,-0.367696
-1.321287,-1.073571,-0.937448,GALAXY,-0.268237
-0.412594,-0.148273,-0.055306,GALAXY,-0.250588
-0.765256,-0.874932,-0.787882,STAR,-0.36759
0.350446,1.527555,1.86712,QSO,4.474205
0.532985,0.432295,0.390143,GALAXY,-0.280897
0.565701,-0.256494,-0.58638,GALAXY,-0.162375
-0.714351,-1.225592,-1.36238,GALAXY,-0.280867
0.995089,0.821665,0.740542,GALAXY,-0.115883
1.105543,0.905408,0.588481,GALAXY,-0.034102
-2.436797,-2.84138,-2.788768,GALAXY,-0.312984
0.167461,-0.550748,-0.92903,GALAXY,-0.093337
0.770215,0.592447,0.478809,STAR,-0.367792
0.341393,-0.350228,-0.758477,GALAXY,-0.160771
0.560879,0.538985,0.533843,STAR,-0.368436
-0.530076,-0.734007,-0.719054,STAR,-0.366481
0.549174,0.391864,0.188076,GALAXY,-0.097065
0.754038,0.615522,0.534568,STAR,-0.365137
0.8264,0.572572,0.389776,GALAXY,-0.222736
0.462166,1.615337,1.572857,QSO,3.481377
-0.625076,-0.663752,-0.694197,GALAXY,-0.325315
0.676348,0.784879,0.681102,GALAXY,-0.118757
1.005709,0.874595,0.6974,GALAXY,-0.157195
-0.436618,-0.018965,0.223582,STAR,-0.367738
1.056542,0.670674,0.548512,STAR,-0.368301
0.940314,0.194787,-0.205098,GALAXY,0.017207
-0.772272,-0.304217,-0.035694,STAR,-0.367195
-0.004663,-0.353172,-0.385603,STAR,-0.367882
-1.231205,-0.965839,-0.752922,STAR,-0.36725
1.01669,0.144524,-0.255697,GALAXY,-0.157774
0.825339,1.014096,1.062017,GALAXY,-0.168295
0.535456,-0.157956,-0.44736,GALAXY,-0.156026
-1.71796,-1.606884,-1.432375,STAR,-0.369013
0.503609,0.355025,0.225842,GALAXY,-0.068996
-1.991449,-1.424518,-1.018525,STAR,-0.365981
1.136318,0.976917,0.893111,GALAXY,-0.115037
0.393239,0.073483,0.038925,STAR,-0.367315
1.063196,0.647844,0.555348,STAR,-0.368584
-0.557029,-1.408734,-1.62593,GALAXY,-0.233098
0.60548,1.579667,1.540881,QSO,3.249232
-1.642969,-2.030446,-2.086275,GALAXY,-0.247555
-0.000854,1.330224,1.499858,QSO,3.135136
0.552694,-0.181328,-0.504446,GALAXY,-0.185451
0.704073,-0.242432,-0.496094,STAR,-0.367468
0.083756,0.012814,0.077039,GALAXY,-0.239714
1.051431,1.405421,1.480754,GALAXY,-0.157518
0.874726,0.615054,0.530717,STAR,-0.366808
-0.079352,0.24184,0.433944,GALAXY,-0.184882
0.453366,0.137478,0.086633,STAR,-0.368396
0.75182,0.594669,0.378995,GALAXY,-0.223531
-0.212612,-0.273925,-0.335946,GALAXY,-0.236386
0.658387,-0.161782,-0.553058,GALAXY,-0.101118
0.406945,0.360615,0.849734,STAR,-0.368085
-0.303345,-0.042253,0.076822,STAR,-0.368235
0.669031,0.726432,0.572607,GALAXY,-0.060143
-0.475457,-0.446587,-0.367337,STAR,-0.367972
0.504826,0.036654,-0.334072,GALAXY,-0.160314
0.793516,0.484885,0.394596,STAR,-0.367807
-1.907177,-0.971897,-0.846861,QSO,-0.122839
0.047798,-0.002831,-0.165863,GALAXY,-0.047824
0.687148,0.813162,0.86494,STAR,-0.368131
0.050715,-0.022494,0.0195,GALAXY,-0.247714
0.070725,0.44845,0.679511,STAR,-0.365443
0.680687,0.890889,1.061216,STAR,-0.367649
0.91295,0.688233,0.555084,GALAXY,-0.156157
0.503621,-0.045431,-0.121591,STAR,-0.367977
-0.815294,-0.764171,-0.782449,GALAXY,-0.278892
0.825062,0.565408,0.259841,GALAXY,-0.054027
0.880199,0.753174,0.650812,STAR,-0.365919
-0.326249,-1.122154,-1.471742,GALAXY,-0.229907
-0.466561,0.678018,1.041547,QSO,5.238397
0.884912,0.120397,-0.401996,GALAXY,0.046929
0.229541,0.445283,0.592596,STAR,-0.366709
0.744057,1.617069,1.989861,STAR,-0.368233
-0.890525,-0.672042,-0.551985,STAR,-0.36868
-1.756835,-1.330858,-1.005192,STAR,-0.367791
-1.410923,-1.287951,-1.118179,STAR,-0.366333
-0.893056,-0.788564,-0.652072,STAR,-0.368734
0.421145,-0.415499,-0.732236,GALAXY,-0.180968
-1.499872,-1.194302,-1.030049,STAR,-0.36665
0.298456,0.603352,0.781067,GALAXY,-0.165196
-1.926403,-1.867498,-1.660758,STAR,-0.367214
0.905573,0.700222,0.656979,GALAXY,-0.224858
0.484876,1.415465,1.667351,QSO,3.756701
0.129972,0.239034,0.236434,GALAXY,-0.124255
-0.241121,0.601832,1.090235,STAR,-0.367787
1.134521,0.324489,-0.122608,GALAXY,-0.168931
0.805546,0.8664,0.647131,GALAXY,-0.015238
0.726638,0.501137,0.384475,STAR,-0.368176
1.13915,1.708348,1.812934,QSO,5.324318
0.204938,1.113453,1.781072,STAR,-0.373266
-0.79855,-0.440667,-0.19443,STAR,-0.368183
0.862804,1.079303,1.093578,STAR,-0.376558
0.775278,0.812545,0.650661,GALAXY,-0.112441
0.114711,0.136075,0.151855,GALAXY,-0.19626
-0.007845,-0.078953,-0.052246,STAR,-0.368264
-0.6092,-1.636517,-1.839851,STAR,-0.367932
-0.23302,-0.630835,-0.641178,STAR,-0.368145
0.425183,0.25959,0.055948,GALAXY,0.00173
0.833802,0.257656,-0.010695,GALAXY,-0.243448
-0.768004,-1.675662,-1.805193,STAR,-0.368497
0.538012,1.753562,1.678791,QSO,2.676969
0.577972,-0.047535,-0.419169,GALAXY,-0.142671
0.993522,1.109361,1.13445,STAR,-0.368981
-1.018602,-1.068777,-1.113725,GALAXY,-0.135286
0.803232,0.404235,0.305441,STAR,-0.368146
0.565158,-0.137421,-0.408313,GALAXY,-0.237416
0.826304,0.018299,-0.390179,GALAXY,-0.118235
0.200575,-0.18592,-0.35344,GALAXY,-0.24975
-1.695936,-1.107614,-0.745663,STAR,-0.367795
0.832476,0.767862,0.670039,GALAXY,-0.233128
0.197163,1.016626,0.831025,QSO,0.014094
-1.216824,-1.102715,-0.398286,STAR,-0.368772
0.356401,-0.276465,-0.546063,GALAXY,-0.2383
0.706435,0.355014,0.036222,QSO,-0.177104
0.701493,1.656874,2.271028,STAR,-0.367962
-0.773453,-0.306714,-0.051832,STAR,-0.368024
-0.914115,-0.751512,-0.640595,STAR,-0.366139
-0.747018,0.348541,0.663984,QSO,0.74038
-0.232382,1.277708,1.500451,STAR,-0.368262
-0.868104,-0.500411,-0.278577,STAR,-0.366817
-0.677259,-0.6032,-0.671157,GALAXY,-0.095411
0.997596,1.899653,1.871677,QSO,4.15699
0.608241,0.539804,0.353243,GALAXY,-0.153903
0.483177,0.444752,0.35411,GALAXY,-0.071674
0.764164,0.542068,0.438181,STAR,-0.367763
0.667042,0.159607,0.058537,STAR,-0.367627
0.237316,-0.327408,-0.525066,GALAXY,-0.273598
-0.562791,-1.153222,-1.438486,GALAXY,-0.216816
0.967701,1.422013,1.308195,STAR,-0.368338
-0.001637,0.007479,-0.203911,GALAXY,0.0531
-1.341972,-1.125683,-0.312925,STAR,-0.365764
-0.58731,-0.257663,-0.059967,STAR,-0.366164
-0.159778,-0.865909,-1.124967,GALAXY,-0.1906
-0.738893,-1.883303,-2.158624,STAR,-0.368372
0.858742,0.056551,-0.337744,GALAXY,-0.160033
0.47105,0.576281,0.469469,GALAXY,-0.298229
-1.303266,-0.025109,0.369231,QSO,0.531807
-0.309505,-0.831939,-0.991257,GALAXY,-0.200251
0.836598,1.244599,1.614822,QSO,5.847528
-0.902917,-0.715598,-0.576983,STAR,-0.367432
-0.269437,-0.111785,-0.115085,GALAXY,-0.142538
-1.077958,-0.9366,-0.767403,GALAXY,-0.241301
-0.803565,-0.31949,-0.074156,STAR,-0.370585
-0.155029,0.222996,0.3525,STAR,-0.367016
0.577418,0.085706,-0.217338,GALAXY,-0.247435
0.708231,0.900412,0.842333,GALAXY,-0.155416
0.908852,0.242308,-0.162276,GALAXY,-0.172767
0.302591,1.12694,1.771976,STAR,-0.368054
-4.170128,-1.538723,-0.536939,GALAXY,0.756935
0.866975,1.064571,1.326433,STAR,-0.369976
1.102698,0.999471,0.770879,GALAXY,-0.042551
-0.033895,-0.227404,-0.233392,STAR,-0.366942
0.161229,0.470218,0.750579,STAR,-0.369166
0.025328,0.466083,0.61541,GALAXY,-0.355755
0.397362,0.398453,0.428088,STAR,-0.367892
0.964206,0.675159,0.340984,GALAXY,-0.100163
-2.322124,-2.321363,-2.263607,GALAXY,-0.250398
-0.068165,-0.646278,-0.72782,STAR,-0.36796
-0.839511,-0.443239,-0.185015,STAR,-0.367506
1.125782,0.782987,0.482933,GALAXY,-0.169276
0.385283,1.724206,2.065364,QSO,4.787251
1.034687,0.57541,0.235813,GALAXY,-0.207105
-1.911842,-1.166306,-0.777412,GALAXY,-0.357239
0.221007,0.570095,0.679784,STAR,-0.365999
-2.683296,-2.192288,-1.875969,STAR,-0.36803
0.660412,0.373901,0.104212,GALAXY,-0.06787
0.360837,0.128507,0.073941,STAR,-0.367671
0.782052,0.352102,0.136036,GALAXY,-0.183963
0.64714,1.607025,1.944224,QSO,1.422692
0.366165,0.498065,0.447484,GALAXY,-0.077668
-0.100844,-0.748983,-1.034409,GALAXY,-0.18676
-1.075692,-0.914992,-0.681853,STAR,-0.367844
0.29537,1.17445,1.389997,QSO,5.481065
0.635158,0.722542,0.705667,STAR,-0.368636
-1.03138,-0.769496,-0.61973,GALAXY,-0.248053
0.159445,0.024729,-0.118908,GALAXY,-0.2237
1.12929,0.758881,0.539031,GALAXY,-0.162372
0.283605,-0.357137,-0.390565,STAR,-0.368138
0.999754,0.021955,-0.477019,GALAXY,-0.054544
0.865191,1.921995,1.98296,QSO,2.212302
0.347891,0.5509,0.593857,STAR,-0.369347
1.120321,0.856813,0.595646,GALAXY,-0.08425
-0.67609,-0.738142,-0.908975,GALAXY,-0.030503
0.20313,0.539644,0.647987,STAR,-0.366365
0.958468,0.119537,-0.23036,GALAXY,-0.168599
0.86976,0.646558,0.58672,STAR,-0.366419
-1.594487,-0.674019,0.230992,GALAXY,-0.289013
0.400134,0.663085,0.81194,STAR,-0.366062
-0.240868,-0.583229,-0.589082,STAR,-0.367866
-0.285047,0.137488,0.368864,STAR,-0.366825
-0.239988,-0.426361,-0.624089,GALAXY,-0.125903
1.085147,0.993062,0.793194,GALAXY,-0.095725
1.120382,2.142592,2.307645,QSO,4.881758
0.710474,-0.06858,-0.353666,GALAXY,-0.235047
0.441264,-0.347146,-0.7391,GALAXY,-0.101329
0.178214,0.215173,0.203621,GALAXY,-0.178644
-1.253783,-1.046181,-0.85139,STAR,-0.368828
0.382848,0.590587,0.681365,GALAXY,-0.193217
0.59034,-0.473095,-0.770039,GALAXY,-0.147656
0.217523,-0.496648,-0.803022,GALAXY,-0.096451
-0.339665,-0.065614,0.086981,STAR,-0.367756
-0.069913,0.069624,0.198565,STAR,-0.368634
-1.288668,-1.725787,-1.593353,STAR,-0.367934
0.702385,0.813757,0.824369,GALAXY,-0.158564
-4.688766,-4.424728,-4.13566,GALAXY,-0.344985
0.648502,0.650575,0.689849,GALAXY,-0.175008
0.967328,0.438428,0.349063,STAR,-0.368441
0.642511,0.465531,0.202086,GALAXY,-0.035099
-1.463516,-0.985226,-0.565892,STAR,-0.367378
1.179171,0.98187,0.681008,GALAXY,-0.136651
-0.985477,-0.965658,-0.881011,STAR,-0.366953
0.731966,0.840881,0.691845,GALAXY,0.044893
0.895146,0.560157,0.170563,GALAXY,-0.132831
0.49499,-0.307033,-0.61392,GALAXY,-0.183889
0.91723,0.665253,0.428869,GALAXY,-0.101616
-1.299276,0.005831,0.799229,STAR,-0.368291
-0.658322,-0.558783,-0.377976,STAR,-0.367665
-0.158645,-0.122541,-0.138982,GALAXY,-0.214503
0.574151,-0.167245,-0.497949,GALAXY,-0.166841
0.35786,0.62935,0.62298,STAR,-0.369233
-0.128979,-1.135802,-1.365139,STAR,-0.367996
-0.22181,0.095792,0.109833,GALAXY,-0.046892
0.532744,0.133938,-0.22955,GALAXY,-0.253451
-0.658647,0.929365,1.291662,QSO,4.546009
-0.124495,-0.9711,-1.308222,GALAXY,-0.158204
1.059628,0.84966,0.717144,GALAXY,-0.201088
1.105543,0.568267,0.089825,GALAXY,0.012933
0.73985,1.675325,2.014078,QSO,1.565963
-1.545739,0.148213,0.990685,STAR,-0.368289
-1.204155,-0.802615,-0.339203,STAR,-0.367154
0.790117,0.111937,-0.255462,GALAXY,-0.237514
0.216197,-0.695042,-0.982416,GALAXY,-0.148628
0.966954,1.061787,1.301171,STAR,-0.368492
-0.087561,-0.174654,-0.204081,STAR,-0.367433
0.15789,-0.49042,-0.827342,GALAXY,-0.203504
1.034012,1.470734,1.601922,QSO,3.911645
1.02549,0.954119,0.914268,STAR,-0.368374
-0.509523,-1.232958,-1.417772,GALAXY,-0.266133
0.581408,0.836279,0.888479,STAR,-0.369083
0.7253,0.395786,0.212076,STAR,-0.366676
-0.641663,-0.758294,-0.735531,STAR,-0.369415
0.215329,0.509554,0.629523,STAR,-0.367884
-1.198272,-1.099228,-1.000249,GALAXY,-0.256284
0.83473,2.113608,2.317286,QSO,4.342185
-0.559971,-0.140674,0.100417,STAR,-0.365208
-0.330215,-0.550217,-0.515942,STAR,-0.368089
-0.530244,-0.256292,-0.277936,GALAXY,-0.215754
0.170619,-0.381933,-0.565647,GALAXY,-0.252225
-0.443815,-0.262319,-0.106743,GALAXY,-0.301382
0.438768,-0.319426,-0.714459,GALAXY,-0.070768
-0.156536,-0.102783,-0.090831,STAR,-0.36717
-2.296014,-2.246824,-1.984107,STAR,-0.36782
-3.279347,-2.176388,-1.191733,STAR,-0.36895
0.752387,0.748157,0.696129,GALAXY,-0.195684
0.09628,0.414843,0.482764,STAR,-0.366415
-1.113904,-0.986459,-0.271619,STAR,-0.366683
-0.783651,-0.625988,-0.475907,GALAXY,-0.312618
-2.351404,-2.384422,-2.151939,STAR,-0.368421
-1.684075,-1.634349,-1.45147,STAR,-0.368225
-2.989368,-2.975152,-2.654239,STAR,-0.367841
0.986819,0.296206,-0.136534,GALAXY,-0.068695
-0.175377,0.20667,0.417759,GALAXY,-0.296771
1.054782,0.876243,0.774118,GALAXY,-0.194739
0.899257,1.369613,1.594804,QSO,1.040847
0.947317,1.179563,0.875881,GALAXY,0.23237
-2.669554,-2.549815,-2.219523,STAR,-0.368045
-0.079773,0.055712,0.110068,GALAXY,-0.24572
0.65647,-0.137294,-0.554094,GALAXY,-0.128512
-0.408423,-1.052048,-1.39316,GALAXY,-0.22528
0.959348,1.247905,1.344586,STAR,-0.367528
1.170323,0.264001,-0.098184,GALAXY,-0.156684
-0.036016,-0.801818,-1.141708,GALAXY,-0.117145
0.31268,0.550283,0.606823,GALAXY,-0.299469
-2.301571,-2.230775,-1.322873,STAR,-0.367793
0.509359,0.626757,0.454799,GALAXY,-0.152971
-1.298215,-0.873976,-0.542127,STAR,-0.367935
-1.026052,-0.903353,-0.817004,GALAXY,-0.223386
0.382668,0.681048,0.924418,STAR,-0.368073
-1.072365,-0.72493,-0.531271,GALAXY,-0.30645
-1.451161,-1.228388,-1.1317,STAR,-0.368919
-1.212593,-0.638541,-0.369069,STAR,-0.369489
0.421229,-0.373282,-0.72073,GALAXY,-0.107948
0.308208,0.311554,0.245304,GALAXY,-0.225069
-0.635636,-0.301177,-0.101263,STAR,-0.368366
0.932671,0.789757,0.554322,GALAXY,-0.103242
-0.80571,-0.351567,-0.231555,GALAXY,-0.145527
-0.120638,0.026196,0.030065,GALAXY,-0.186521
0.953465,0.458505,0.166496,GALAXY,-0.123121
-0.1105,0.202227,0.406488,STAR,-0.366098
-2.011555,-1.540806,-1.197778,STAR,-0.369976
-0.982186,-0.596993,-0.358957,STAR,-0.368343
-0.061282,-0.636883,-0.808003,GALAXY,-0.225561
0.804088,0.610101,0.505333,STAR,-0.366574
-0.066345,0.008297,0.001479,GALAXY,-0.18608
0.401967,0.551166,0.618451,GALAXY,-0.211
-0.538827,1.078878,1.888748,STAR,-0.367988
0.945292,1.208696,1.263161,STAR,-0.366679
-3.511478,-2.824576,-2.343771,STAR,-0.366517
-0.451939,0.278254,0.559462,STAR,-0.359273
1.176531,1.370857,1.288498,STAR,-0.368286
0.947173,0.885745,0.775417,GALAXY,-0.125819
-0.986622,-1.084593,-1.079914,GALAXY,-0.292203
-1.387755,-1.071934,-0.902554,STAR,-0.366154
0.600068,-0.054656,-0.316964,GALAXY,-0.194049
0.61217,0.532725,0.433398,STAR,-0.365152
0.987362,0.707513,0.572409,STAR,-0.368417
0.209157,-0.488943,-0.762375,GALAXY,-0.202972
0.83708,-0.088445,-0.530734,GALAXY,-0.133805
0.903765,-0.523199,-1.08804,STAR,-0.36801
0.119292,-0.35483,-0.679019,GALAXY,-0.16448
0.496256,-0.311529,-0.630529,GALAXY,-0.155022
0.45908,0.482409,0.498939,GALAXY,-0.263477
-0.44091,-0.0838,0.116085,STAR,-0.367171
-1.008272,-1.594842,-1.549363,STAR,-0.368037
-0.085089,-0.386249,-0.389266,STAR,-0.368445
0.535939,0.752546,0.769721,STAR,-0.365896
1.158582,0.383977,-0.167888,GALAXY,-0.027314
0.665222,0.408965,0.383147,STAR,-0.368343
-0.733469,0.645335,1.000929,QSO,0.384329
1.09332,0.514391,0.221238,STAR,-0.367974
-0.466839,-0.020528,0.201126,GALAXY,-0.152619
0.320913,-0.057749,-0.449431,GALAXY,-0.02309
0.279169,0.332577,0.271959,GALAXY,-0.237498
0.124934,0.054202,0.054875,STAR,-0.368022
0.970317,0.951238,1.28879,STAR,-0.368822
1.100275,0.822387,1.248444,STAR,-0.368181
-1.672346,-1.104862,-0.787797,STAR,-0.367562
-1.298504,-1.627791,-1.585952,STAR,-0.367341
-0.667845,-0.295703,-0.081312,GALAXY,-0.245839
1.03218,0.277818,-0.088147,GALAXY,-0.146294
-0.588792,-1.034245,-1.207061,GALAXY,-0.154226
1.113571,0.074896,-0.464006,GALAXY,-0.074983
-0.104907,-0.637573,-0.83592,STAR,-0.367502
0.655687,0.233646,-0.175467,GALAXY,-0.01374
0.486733,0.559382,0.448783,GALAXY,-0.179132
0.160735,0.064937,-0.100962,GALAXY,-0.164497
0.892808,0.964301,0.92439,GALAXY,-0.139914
0.942689,0.130399,-0.226706,GALAXY,-0.186132
0.787658,0.495865,0.37859,STAR,-0.367712
0.435164,0.775079,0.881285,STAR,-0.365066
1.154049,1.425743,1.495687,STAR,-0.367874
1.00243,1.013947,1.028149,STAR,-0.367663
1.15059,1.808513,1.94686,STAR,-0.368521
0.05139,1.31612,1.54428,QSO,3.15067
-1.637087,-1.425974,-1.259704,STAR,-0.366416
0.854704,0.262651,0.023172,GALAXY,0.0047
0.242198,0.182798,0.154246,GALAXY,-0.276709
-0.030471,0.248685,0.33623,STAR,-0.36919
1.127313,0.412164,0.047907,GALAXY,-0.157026
-1.545751,-1.08048,-0.798484,STAR,-0.366752
0.245923,0.474724,0.634759,STAR,-0.366853
0.213485,1.289367,1.603655,QSO,3.820328
0.801387,0.850341,0.847041,GALAXY,-0.1688
-0.775478,-0.333711,-0.069938,STAR,-0.369792
0.420795,0.491199,0.332652,GALAXY,-0.112315
0.387863,0.709256,0.824321,STAR,-0.368423
0.93542,0.109174,-0.273897,GALAXY,-0.177629
-0.193747,-1.012116,-1.354951,GALAXY,-0.233128
0.746588,0.709022,0.637329,STAR,-0.365489
-1.053379,-0.891757,-0.712991,STAR,-0.367895
-0.453362,-0.14263,-0.007748,GALAXY,-0.067323
0.332992,0.482292,0.517761,GALAXY,-0.207213
1.04538,0.50424,0.157033,GALAXY,-0.170685
0.954731,1.652824,1.919442,QSO,1.190781
0.90831,1.073978,1.151417,STAR,-0.367102
0.866806,0.206202,-0.188235,GALAXY,-0.182684
0.597283,0.634239,0.731663,GALAXY,-0.156309
-1.390274,-1.651588,-1.561274,STAR,-0.367554
0.445965,-0.041774,-0.256761,GALAXY,-0.052556
-2.593202,-2.231561,-1.838571,STAR,-0.36821
-1.774217,-1.54054,-0.877828,STAR,-0.367681
-3.61922,-3.810828,-3.702065,GALAXY,-0.320198
-0.5558,-0.391276,-0.348638,GALAXY,-0.142008
-0.915309,-0.685966,-0.423661,GALAXY,-0.237033
0.564266,-0.022345,-0.45009,GALAXY,-0.149277
0.572138,1.286636,1.669168,QSO,5.507251
0.060334,0.261014,0.385228,STAR,-0.367284
1.088064,0.775472,0.410989,GALAXY,-0.028879
-0.954859,-0.841952,-0.173386,STAR,-0.367814
-0.569686,-0.781804,-0.77276,STAR,-0.367274
-3.115758,-2.835555,-2.703228,GALAXY,-0.30228
-0.279285,-1.031503,-1.34805,GALAXY,-0.211049
-3.193014,-3.170442,-3.055218,GALAXY,-0.304476
0.189738,0.546138,0.689284,STAR,-0.366259
0.619463,0.783444,0.831082,STAR,-0.36641
0.163809,0.475755,0.641811,STAR,-0.366044
1.08047,2.266905,2.441327,QSO,4.347477
0.644102,0.944383,1.111025,STAR,-0.368501
-0.838727,-0.784695,-0.726973,STAR,-0.368156
0.111143,0.183627,0.144953,GALAXY,-0.16397
0.774024,0.680027,0.455242,GALAXY,-0.113363
1.057,0.586304,0.239071,GALAXY,-0.121647
0.363224,1.686347,1.740246,QSO,3.03779
-1.542231,-1.165115,-0.881576,STAR,-0.370208
1.033566,0.403789,0.18269,STAR,-0.366527
1.051491,0.793732,0.191918,GALAXY,0.222428
0.707978,0.589184,0.479986,GALAXY,-0.130053
0.498703,-0.106046,-0.405668,GALAXY,-0.196298
0.02487,-0.13909,-0.066586,GALAXY,-0.219015
0.521931,0.368055,0.149783,GALAXY,-0.176945
-0.490694,-0.704523,-0.633109,STAR,-0.368037
0.870266,0.162402,-0.158039,GALAXY,-0.266126
0.508587,0.585751,0.583001,GALAXY,-0.307276
0.40052,-0.349505,-0.771037,GALAXY,-0.143073
-0.62604,-0.321138,0.142326,STAR,-0.367386
-2.033048,-0.112317,0.865835,STAR,-0.367526
0.063083,-0.460288,-0.750116,GALAXY,-0.112242
-3.337365,-2.764141,-2.146205,STAR,-0.367598
0.680627,0.693961,0.442804,GALAXY,-0.108954
-0.034955,0.006384,0.105718,GALAXY,-0.279995
0.121908,0.204672,0.448519,STAR,-0.367478
1.116922,1.409811,1.486497,STAR,-0.368327
0.957985,2.032043,2.03886,QSO,3.075202
0.253276,-0.411481,-0.77486,GALAXY,-0.080201
-0.598617,0.886308,0.524446,STAR,-0.363873
-2.658175,-2.657015,-2.376273,STAR,-0.368265
-1.426039,-1.684218,-1.733606,GALAXY,-0.192983
0.101006,-0.212895,-0.44478,GALAXY,-0.216189
-2.107146,-1.415994,-1.047873,STAR,-0.369797
0.313801,0.375017,0.274605,GALAXY,-0.18444
0.695743,1.593208,1.678367,QSO,2.494916
-0.066417,0.139263,0.279812,STAR,-0.368663
0.210073,-0.236937,-0.418849,STAR,-0.367482
-1.004246,-0.957442,-0.800791,STAR,-0.36827
0.376652,0.362656,0.34203,STAR,-0.368307
0.755328,0.669632,0.642752,GALAXY,-0.158451
0.728844,0.901432,0.95886,STAR,-0.366464
1.144237,0.727346,0.557975,STAR,-0.366801
0.083515,-0.157658,-0.263681,GALAXY,-0.239489
0.902198,0.540994,0.283503,GALAXY,-0.115855
0.744081,0.393819,0.143531,GALAXY,-0.047271
1.165778,2.32177,2.346663,QSO,2.825544
-0.391017,-0.158615,0.360475,STAR,-0.367822
-0.275801,0.033997,0.209157,STAR,-0.36757
-2.57676,-2.306398,-2.042766,STAR,-0.369515
-2.37626,-2.361922,-2.09119,STAR,-0.367986
-0.270389,-0.615763,-0.636132,STAR,-0.368067
0.229107,0.329952,0.110558,GALAXY,-0.142862
-0.171435,-0.136348,-0.20393,GALAXY,-0.17485
0.823555,0.431997,0.10327,GALAXY,-0.046883
-0.755155,-0.897592,-0.703321,GALAXY,-0.264344
1.169925,1.037362,1.004893,STAR,-0.367955
0.665246,0.810366,1.080895,STAR,-0.368018
-0.093491,0.105358,0.155724,GALAXY,-0.329221
0.7297,1.69383,2.307108,STAR,-0.368302
0.957202,0.632092,0.478366,GALAXY,-0.14515
0.151224,-0.503589,-0.79017,GALAXY,-0.16249
1.085231,1.212767,1.216356,STAR,-0.368293
0.537409,0.250248,0.020969,GALAXY,-0.140576
-0.913657,-0.874677,-0.735183,STAR,-0.367333
1.099564,2.08846,2.239053,QSO,3.392844
0.392552,0.393904,0.436251,STAR,-0.367789
0.731786,0.181342,-0.04493,GALAXY,-0.193745
-1.000304,-1.464003,-1.394299,STAR,-0.367992
0.951356,0.437354,0.078404,STAR,-0.368602
1.039364,0.638544,0.134521,GALAXY,-0.075711
-1.571053,-1.137492,-0.925603,STAR,-0.367277
0.358282,0.046411,-0.112647,GALAXY,-0.12257
1.032385,2.049549,1.964581,QSO,0.496707
0.412044,0.197051,0.196616,STAR,-0.367629
-0.026698,-0.715322,-0.963359,GALAXY,-0.221513
0.700505,0.707088,0.516057,GALAXY,-0.000969
0.750663,0.714283,0.437936,GALAXY,-0.01236
-0.869912,-0.769113,-0.290224,STAR,-0.368422
-2.24911,-2.319386,-2.141732,STAR,-0.367594
0.60184,0.097248,0.006799,STAR,-0.368217
-0.36416,-0.000461,0.217019,STAR,-0.367886
1.131315,0.818093,0.506246,GALAXY,-0.146396
